"3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ","3DPNQGW4LLF1XBVKK32XPA6IKP646O",20,"Approved","Mon Jan 09 15:07:15 PST 2017","Mon Jan 09 17:36:05 PST 2017",,,360,"6131__thorn_15__pad_20 0","6131__drove_16__pad_20 0","6131__fleshy_19__pad_20 2","6131__finger_23__pad_20 0",,,,"7755__life_13__schooled_15 0","7956__metaphorically_3__fist_7 0","7956__shaken_4__fist_7 0","7956__impotently_9__fist_7 0","7956__-field_15__fist_7 0",,,"309__level_8__oppressive_11 0","7688__particles_3__travel_5 0","7688__rarely_4__travel_5 0","7688__velocity_9__travel_5 1","7688__conclude_14__travel_5 0",,,"7684__owing_7__unstable_21 0","3321__typified_5__scars_10 0","3321__lozenge-shaped_8__scars_10 2","3321__leaf_9__scars_10 1","3321__arranged_11__scars_10 0",,,"3052__guru_9__broken_5 0","7683__magnetic_11__force_12 0","7683__negligible_14__force_12 0","7683__comparison_16__force_12 0","7683__electric_19__force_12 1",,,"2287__operations_15__planning_14 0",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ","3PWWM24LHSYEYBZL94G7G95B66S82A",3,"Rejected","Mon Jan 09 11:57:51 PST 2017",,"Mon Jan 09 17:36:05 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",476,"6131__thorn_15__pad_20 2","6131__drove_16__pad_20 1","6131__fleshy_19__pad_20 0","6131__finger_23__pad_20 1",,,,"7755__life_13__schooled_15 1","7956__metaphorically_3__fist_7 1","7956__shaken_4__fist_7 2","7956__impotently_9__fist_7 2","7956__-field_15__fist_7 0",,,"309__level_8__oppressive_11 0","7688__particles_3__travel_5 1","7688__rarely_4__travel_5 0","7688__velocity_9__travel_5 1","7688__conclude_14__travel_5 0",,,"7684__owing_7__unstable_21 0","3321__typified_5__scars_10 1","3321__lozenge-shaped_8__scars_10 2","3321__leaf_9__scars_10 2","3321__arranged_11__scars_10 0",,,"3052__guru_9__broken_5 0","7683__magnetic_11__force_12 0","7683__negligible_14__force_12 0","7683__comparison_16__force_12 0","7683__electric_19__force_12 0",,,"2287__operations_15__planning_14 0",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ","3R5F3LQFV2K7PEPD5SEH065I6KUZOB",21,"Rejected","Mon Jan 09 11:54:35 PST 2017",,"Mon Jan 09 17:36:05 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",126,"6131__thorn_15__pad_20 2","6131__drove_16__pad_20 2","6131__fleshy_19__pad_20 3","6131__finger_23__pad_20 2",,,,"7755__life_13__schooled_15 3","7956__metaphorically_3__fist_7 3","7956__shaken_4__fist_7 1","7956__impotently_9__fist_7 2","7956__-field_15__fist_7 1",,,"309__level_8__oppressive_11 2","7688__particles_3__travel_5 3","7688__rarely_4__travel_5 2","7688__velocity_9__travel_5 3","7688__conclude_14__travel_5 3",,,"7684__owing_7__unstable_21 2","3321__typified_5__scars_10 3","3321__lozenge-shaped_8__scars_10 1","3321__leaf_9__scars_10 1","3321__arranged_11__scars_10 2",,,"3052__guru_9__broken_5 2","7683__magnetic_11__force_12 3","7683__negligible_14__force_12 2","7683__comparison_16__force_12 1","7683__electric_19__force_12 3",,,"2287__operations_15__planning_14 2",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ","3X66WABAJWIIC81MW260RWR10373GY",22,"Approved","Mon Jan 09 12:48:15 PST 2017","Mon Jan 09 17:36:05 PST 2017",,,599,"6131__thorn_15__pad_20 0","6131__drove_16__pad_20 0","6131__fleshy_19__pad_20 1","6131__finger_23__pad_20 0",,,,"7755__life_13__schooled_15 1","7956__metaphorically_3__fist_7 0","7956__shaken_4__fist_7 0","7956__impotently_9__fist_7 1","7956__-field_15__fist_7 0",,,"309__level_8__oppressive_11 1","7688__particles_3__travel_5 0","7688__rarely_4__travel_5 0","7688__velocity_9__travel_5 0","7688__conclude_14__travel_5 0",,,"7684__owing_7__unstable_21 0","3321__typified_5__scars_10 0","3321__lozenge-shaped_8__scars_10 2","3321__leaf_9__scars_10 0","3321__arranged_11__scars_10 0",,,"3052__guru_9__broken_5 0","7683__magnetic_11__force_12 0","7683__negligible_14__force_12 0","7683__comparison_16__force_12 0","7683__electric_19__force_12 2",,,"2287__operations_15__planning_14 0",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FPCKFZ","3ZPBJO59KP1UUWYU9XUUP5PE6GAHDA",4,"Approved","Mon Jan 09 13:17:45 PST 2017","Mon Jan 09 17:36:05 PST 2017",,,1364,"6131__thorn_15__pad_20 0","6131__drove_16__pad_20 2","6131__fleshy_19__pad_20 2","6131__finger_23__pad_20 0",,,,"7755__life_13__schooled_15 3","7956__metaphorically_3__fist_7 2","7956__shaken_4__fist_7 2","7956__impotently_9__fist_7 3","7956__-field_15__fist_7 3",,,"309__level_8__oppressive_11 3","7688__particles_3__travel_5 2","7688__rarely_4__travel_5 3","7688__velocity_9__travel_5 0","7688__conclude_14__travel_5 2",,,"7684__owing_7__unstable_21 3","3321__typified_5__scars_10 3","3321__lozenge-shaped_8__scars_10 0","3321__leaf_9__scars_10 3","3321__arranged_11__scars_10 2",,,"3052__guru_9__broken_5 3","7683__magnetic_11__force_12 0","7683__negligible_14__force_12 1","7683__comparison_16__force_12 2","7683__electric_19__force_12 3",,,"2287__operations_15__planning_14 2",3,1,0,,
"3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W","352YTHGROVDHU0F1GMT1M1V8T3IH4Y",18,"Approved","Mon Jan 09 13:40:11 PST 2017","Mon Jan 09 17:36:05 PST 2017",,,243,"1825__slowing_13__provoke_24 0","1825__accelerating_18__provoke_24 0","1825__neutrons_20__provoke_24 0","1825__reactions_27__provoke_24 2",,,,"7786__survivor_13__power_10 2","281__PLAYING_1__plethora_10 0","281__WEEK_3__plethora_10 0","281__litigation_12__plethora_10 0","281__matches_18__plethora_10 0",,,"3267__efficient_26__flyers_23 0","3312__Fossil_2__belonging_6 0","3312__calcareous_3__belonging_6 0","3312__alga_4__belonging_6 0","3312__Coelosphaeridium_10__belonging_6 0",,,"7734__current_21__conductor_24 0","36__significant_5__gap_6 0","36__education_12__gap_6 1","36__proposals_15__gap_6 0","36__double_20__gap_6 0",,,"12619__crafty_2__cow_3 1","7698__Hence_1__force_4 0","7698__magnetic_3__force_4 0","7698__electron_7__force_4 0","7698__edge_10__force_4 0",,,"6018__happens_20__copes_16 0",2,1,0,,
"3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W","3HOSI13XHZODIGTSN1B4YKAGEOHDDX",23,"Approved","Mon Jan 09 13:13:15 PST 2017","Mon Jan 09 17:36:05 PST 2017",,,325,"1825__slowing_13__provoke_24 1","1825__accelerating_18__provoke_24 1","1825__neutrons_20__provoke_24 0","1825__reactions_27__provoke_24 1",,,,"7786__survivor_13__power_10 1","281__PLAYING_1__plethora_10 0","281__WEEK_3__plethora_10 0","281__litigation_12__plethora_10 2","281__matches_18__plethora_10 1",,,"3267__efficient_26__flyers_23 0","3312__Fossil_2__belonging_6 0","3312__calcareous_3__belonging_6 0","3312__alga_4__belonging_6 0","3312__Coelosphaeridium_10__belonging_6 0",,,"7734__current_21__conductor_24 2","36__significant_5__gap_6 2","36__education_12__gap_6 1","36__proposals_15__gap_6 1","36__double_20__gap_6 2",,,"12619__crafty_2__cow_3 2","7698__Hence_1__force_4 1","7698__magnetic_3__force_4 0","7698__electron_7__force_4 1","7698__edge_10__force_4 0",,,"6018__happens_20__copes_16 2",3,1,0,,
"3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W","3LKC68YZ3A33VJK8U5UA12B0PIQOWA",24,"Approved","Mon Jan 09 11:49:54 PST 2017","Mon Jan 09 17:36:06 PST 2017",,,491,"1825__slowing_13__provoke_24 0","1825__accelerating_18__provoke_24 1","1825__neutrons_20__provoke_24 2","1825__reactions_27__provoke_24 3",,,,"7786__survivor_13__power_10 2","281__PLAYING_1__plethora_10 1","281__WEEK_3__plethora_10 0","281__litigation_12__plethora_10 1","281__matches_18__plethora_10 2",,,"3267__efficient_26__flyers_23 2","3312__Fossil_2__belonging_6 1","3312__calcareous_3__belonging_6 3","3312__alga_4__belonging_6 1","3312__Coelosphaeridium_10__belonging_6 0",,,"7734__current_21__conductor_24 3","36__significant_5__gap_6 1","36__education_12__gap_6 0","36__proposals_15__gap_6 1","36__double_20__gap_6 1",,,"12619__crafty_2__cow_3 0","7698__Hence_1__force_4 1","7698__magnetic_3__force_4 2","7698__electron_7__force_4 3","7698__edge_10__force_4 2",,,"6018__happens_20__copes_16 1",3,1,0,,
"3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W","3S06PH7KSR4JQLDG78R9XI97PRD1DU",25,"Approved","Mon Jan 09 12:47:27 PST 2017","Mon Jan 09 17:36:06 PST 2017",,,323,"1825__slowing_13__provoke_24 0","1825__accelerating_18__provoke_24 3","1825__neutrons_20__provoke_24 3","1825__reactions_27__provoke_24 3",,,,"7786__survivor_13__power_10 3","281__PLAYING_1__plethora_10 0","281__WEEK_3__plethora_10 1","281__litigation_12__plethora_10 3","281__matches_18__plethora_10 2",,,"3267__efficient_26__flyers_23 3","3312__Fossil_2__belonging_6 0","3312__calcareous_3__belonging_6 1","3312__alga_4__belonging_6 1","3312__Coelosphaeridium_10__belonging_6 1",,,"7734__current_21__conductor_24 3","36__significant_5__gap_6 0","36__education_12__gap_6 0","36__proposals_15__gap_6 0","36__double_20__gap_6 3",,,"12619__crafty_2__cow_3 3","7698__Hence_1__force_4 2","7698__magnetic_3__force_4 3","7698__electron_7__force_4 0","7698__edge_10__force_4 0",,,"6018__happens_20__copes_16 3",3,1,0,,
"3XD2A6FGFMT5UV1ZI9WPJ3I6TLUS9W","3WAKVUDHUWGJI934IJY78S48ED87U7",26,"Approved","Mon Jan 09 12:40:37 PST 2017","Mon Jan 09 17:36:06 PST 2017",,,371,"1825__slowing_13__provoke_24 0","1825__accelerating_18__provoke_24 2","1825__neutrons_20__provoke_24 0","1825__reactions_27__provoke_24 2",,,,"7786__survivor_13__power_10 1","281__PLAYING_1__plethora_10 0","281__WEEK_3__plethora_10 1","281__litigation_12__plethora_10 0","281__matches_18__plethora_10 0",,,"3267__efficient_26__flyers_23 0","3312__Fossil_2__belonging_6 0","3312__calcareous_3__belonging_6 0","3312__alga_4__belonging_6 0","3312__Coelosphaeridium_10__belonging_6 0",,,"7734__current_21__conductor_24 3","36__significant_5__gap_6 2","36__education_12__gap_6 0","36__proposals_15__gap_6 0","36__double_20__gap_6 0",,,"12619__crafty_2__cow_3 0","7698__Hence_1__force_4 0","7698__magnetic_3__force_4 3","7698__electron_7__force_4 2","7698__edge_10__force_4 1",,,"6018__happens_20__copes_16 0",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","37ZHEEHM6WMZJFQL3Z26LJE811273F",27,"Approved","Mon Jan 09 17:55:42 PST 2017","Mon Jan 09 21:21:26 PST 2017",,,371,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 1","3422__dinosaurs_10__structure_7 0","3422__looks_11__structure_7 0",,,,"7692__effect_3__Pinch_2 1","7693__contrast_2__investigate_10 0","7693__beam_13__investigate_10 0","7693__electrons_23__investigate_10 0","7693__particles_27__investigate_10 0",,,"7691__example_8__brings_3 1","7900__moving_17__frame_21 2","7900__hard_20__frame_21 1","7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 1",,,"7717__carrying_19__current-_18 0","7676__[formula]_19__current_42 0","7676__total_41__current_42 0","7676__beam_45__current_42 0","7676__[formula]_47__current_42 0",,,"336__facing_8__sweet_22 1","7707__model_17__behaviour_24 0","7707__predict_21__behaviour_24 0","7707__detailed_23__behaviour_24 0","7707__particles_27__behaviour_24 0",,,"7634__deriving_11__law_14 0",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3CP1TO84PT1VBTGJB6944PVK4GS253",2,"Approved","Mon Jan 09 12:09:51 PST 2017","Mon Jan 09 17:36:06 PST 2017",,,408,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 0","3422__dinosaurs_10__structure_7 0","3422__looks_11__structure_7 1",,,,"7692__effect_3__Pinch_2 3","7693__contrast_2__investigate_10 1","7693__beam_13__investigate_10 0","7693__electrons_23__investigate_10 0","7693__particles_27__investigate_10 0",,,"7691__example_8__brings_3 1","7900__moving_17__frame_21 2","7900__hard_20__frame_21 3","7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 1",,,"7717__carrying_19__current-_18 2","7676__[formula]_19__current_42 0","7676__total_41__current_42 1","7676__beam_45__current_42 0","7676__[formula]_47__current_42 0",,,"336__facing_8__sweet_22 0","7707__model_17__behaviour_24 1","7707__predict_21__behaviour_24 1","7707__detailed_23__behaviour_24 2","7707__particles_27__behaviour_24 0",,,"7634__deriving_11__law_14 2",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3FE7TXL1LINK4FZHVYX720QB0D62Q9",28,"Approved","Mon Jan 09 21:37:48 PST 2017","Tue Jan 10 08:57:29 PST 2017",,,157,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 1","3422__dinosaurs_10__structure_7 0","3422__looks_11__structure_7 0",,,,"7692__effect_3__Pinch_2 1","7693__contrast_2__investigate_10 1","7693__beam_13__investigate_10 1","7693__electrons_23__investigate_10 1","7693__particles_27__investigate_10 1",,,"7691__example_8__brings_3 1","7900__moving_17__frame_21 1",,"7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 2",,,"7717__carrying_19__current-_18 1","7676__[formula]_19__current_42 1",,,"7676__[formula]_47__current_42 1",,,"336__facing_8__sweet_22 1","7707__model_17__behaviour_24 1","7707__predict_21__behaviour_24 1","7707__detailed_23__behaviour_24 2","7707__particles_27__behaviour_24 1",,,"7634__deriving_11__law_14 2",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3NXNZ5RS1AXLYHF1K83GCWHU1SZ97J",29,"Approved","Mon Jan 09 13:15:16 PST 2017","Mon Jan 09 17:36:07 PST 2017",,,394,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 0","3422__dinosaurs_10__structure_7 1","3422__looks_11__structure_7 1",,,,"7692__effect_3__Pinch_2 1","7693__contrast_2__investigate_10 0","7693__beam_13__investigate_10 0","7693__electrons_23__investigate_10 0","7693__particles_27__investigate_10 0",,,"7691__example_8__brings_3 0","7900__moving_17__frame_21 2","7900__hard_20__frame_21 1","7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 0",,,"7717__carrying_19__current-_18 1","7676__[formula]_19__current_42 0","7676__total_41__current_42 0","7676__beam_45__current_42 0","7676__[formula]_47__current_42 0",,,"336__facing_8__sweet_22 2","7707__model_17__behaviour_24 1","7707__predict_21__behaviour_24 0","7707__detailed_23__behaviour_24 0","7707__particles_27__behaviour_24 0",,,"7634__deriving_11__law_14 0",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3Q8GYXHFEP289B8L8ZYAG246G73C5K",30,"Approved","Mon Jan 09 11:48:50 PST 2017","Tue Jan 10 10:10:24 PST 2017","Mon Jan 09 17:36:07 PST 2017",,289,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 1","3422__dinosaurs_10__structure_7 1","3422__looks_11__structure_7 1",,,,"7692__effect_3__Pinch_2 2","7693__contrast_2__investigate_10 2","7693__beam_13__investigate_10 2","7693__electrons_23__investigate_10 3","7693__particles_27__investigate_10 3",,,"7691__example_8__brings_3 0","7900__moving_17__frame_21 0","7900__hard_20__frame_21 3","7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 1",,,"7717__carrying_19__current-_18 2","7676__[formula]_19__current_42 2","7676__total_41__current_42 3","7676__beam_45__current_42 3","7676__[formula]_47__current_42 2",,,"336__facing_8__sweet_22 2","7707__model_17__behaviour_24 1","7707__predict_21__behaviour_24 1","7707__detailed_23__behaviour_24 1","7707__particles_27__behaviour_24 1",,,"7634__deriving_11__law_14 1",3,0,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3R5F3LQFV2K7PEPD5SEH065I6KVZOC",31,"Rejected","Mon Jan 09 12:09:59 PST 2017",,"Mon Jan 09 17:36:06 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",595,"3422__microscope_3__structure_7 3","3422__bone_6__structure_7 2","3422__dinosaurs_10__structure_7 3","3422__looks_11__structure_7 3",,,,"7692__effect_3__Pinch_2 3","7693__contrast_2__investigate_10 3","7693__beam_13__investigate_10 3","7693__electrons_23__investigate_10 2","7693__particles_27__investigate_10 2",,,"7691__example_8__brings_3 1","7900__moving_17__frame_21 1","7900__hard_20__frame_21 1","7900__cheekbones_23__frame_21 2","7900__brow_25__frame_21 3",,,"7717__carrying_19__current-_18 3","7676__[formula]_19__current_42 3","7676__total_41__current_42 3","7676__beam_45__current_42 0","7676__[formula]_47__current_42 3",,,"336__facing_8__sweet_22 3","7707__model_17__behaviour_24 2","7707__predict_21__behaviour_24 2","7707__detailed_23__behaviour_24 2","7707__particles_27__behaviour_24 2",,,"7634__deriving_11__law_14 3",1,1,2,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3TUI152ZZBNDFUHLCUXTXHG687GQ14",32,"Approved","Mon Jan 09 18:04:26 PST 2017","Tue Jan 10 10:10:24 PST 2017",,,2824,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 1","3422__dinosaurs_10__structure_7 0","3422__looks_11__structure_7 0",,,,"7692__effect_3__Pinch_2 0","7693__contrast_2__investigate_10 2","7693__beam_13__investigate_10 1","7693__electrons_23__investigate_10 2","7693__particles_27__investigate_10 2",,,"7691__example_8__brings_3 0","7900__moving_17__frame_21 0","7900__hard_20__frame_21 1","7900__cheekbones_23__frame_21 1","7900__brow_25__frame_21 1",,,"7717__carrying_19__current-_18 2","7676__[formula]_19__current_42 2","7676__total_41__current_42 1","7676__beam_45__current_42 3","7676__[formula]_47__current_42 1",,,"336__facing_8__sweet_22 0","7707__model_17__behaviour_24 3","7707__predict_21__behaviour_24 0","7707__detailed_23__behaviour_24 1","7707__particles_27__behaviour_24 1",,,"7634__deriving_11__law_14 2",3,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3WR9XG3T63BK1B9P3D7PVO6EF1Z741",33,"Approved","Mon Jan 09 18:13:58 PST 2017","Mon Jan 09 21:21:27 PST 2017",,,445,"3422__microscope_3__structure_7 0","3422__bone_6__structure_7 0","3422__dinosaurs_10__structure_7 0","3422__looks_11__structure_7 0",,,,"7692__effect_3__Pinch_2 1","7693__contrast_2__investigate_10 0","7693__beam_13__investigate_10 0","7693__electrons_23__investigate_10 0","7693__particles_27__investigate_10 0",,,"7691__example_8__brings_3 1","7900__moving_17__frame_21 0","7900__hard_20__frame_21 2","7900__cheekbones_23__frame_21 3","7900__brow_25__frame_21 3",,,"7717__carrying_19__current-_18 1","7676__[formula]_19__current_42 0","7676__total_41__current_42 0","7676__beam_45__current_42 1","7676__[formula]_47__current_42 0",,,"336__facing_8__sweet_22 0","7707__model_17__behaviour_24 0","7707__predict_21__behaviour_24 0","7707__detailed_23__behaviour_24 1","7707__particles_27__behaviour_24 1",,,"7634__deriving_11__law_14 0",2,1,0,,
"391FPZIE4BLEOEBM5QFHBLYIXVNHUR","3ZY8KE4ISJ3T16XJJ8HI45NMXA6QVA",34,"Approved","Mon Jan 09 11:48:47 PST 2017","Tue Jan 10 10:10:24 PST 2017","Mon Jan 09 17:36:06 PST 2017",,638,"3422__microscope_3__structure_7 1","3422__bone_6__structure_7 2","3422__dinosaurs_10__structure_7 3","3422__looks_11__structure_7 3",,,,"7692__effect_3__Pinch_2 1","7693__contrast_2__investigate_10 1","7693__beam_13__investigate_10 3","7693__electrons_23__investigate_10 2","7693__particles_27__investigate_10 3",,,"7691__example_8__brings_3 3","7900__moving_17__frame_21 3","7900__hard_20__frame_21 2","7900__cheekbones_23__frame_21 2","7900__brow_25__frame_21 1",,,"7717__carrying_19__current-_18 3","7676__[formula]_19__current_42 3","7676__total_41__current_42 2","7676__beam_45__current_42 1","7676__[formula]_47__current_42 3",,,"336__facing_8__sweet_22 3","7707__model_17__behaviour_24 3","7707__predict_21__behaviour_24 2","7707__detailed_23__behaviour_24 2","7707__particles_27__behaviour_24 3",,,"7634__deriving_11__law_14 3",2,1,1,,
"3KLL7H3EGC0E1T0MAGPM7701B2WHVG","30BXRYBRP4XT32YLQSZKHTEZDWCHWF",35,"Approved","Mon Jan 09 11:51:13 PST 2017","Mon Jan 09 17:36:06 PST 2017",,,1762,"7614__equation_20__strength_25 0","7614__electric_23__strength_25 0","7614__field_24__strength_25 0","7614__[formula]_27__strength_25 0",,,,"7726__magnetic_14__field_15 0","7606__main_13__role_14 0","7606__played_16__role_14 0","7606__current_19__role_14 0","7606__charged_21__role_14 0",,,"7743__eqn_16__law_23 0","358__experience_3__source_12 0","358__teacher_8__source_12 0","358__rich_11__source_12 1","358__ideas_14__source_12 0",,,"7640__derived_6__law_5 0","7762__impasto_19__lines_27 0","7762__mass_23__lines_27 1","7762__feathered_26__lines_27 2","7762__blue-green_29__lines_27 0",,,"10637__lady_6__look_2 0","57__workers_7__reduce_14 0","57__emphasis_16__reduce_14 0","57__union_18__reduce_14 0","57__immunities_19__reduce_14 0",,,"7719__Flow_1__patterns_2 0",3,1,0,,
"3KLL7H3EGC0E1T0MAGPM7701B2WHVG","31Q0U3WYDPF39CC6GVONXQZB3G9170",36,"Rejected","Mon Jan 09 12:17:51 PST 2017",,"Mon Jan 09 17:36:06 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",329,"7614__equation_20__strength_25 0","7614__electric_23__strength_25 1","7614__field_24__strength_25 1","7614__[formula]_27__strength_25 0",,,,"7726__magnetic_14__field_15 0","7606__main_13__role_14 2","7606__played_16__role_14 0","7606__current_19__role_14 1","7606__charged_21__role_14 2",,,"7743__eqn_16__law_23 0","358__experience_3__source_12 1","358__teacher_8__source_12 3","358__rich_11__source_12 2","358__ideas_14__source_12 1",,,"7640__derived_6__law_5 1","7762__impasto_19__lines_27 0","7762__mass_23__lines_27 1","7762__feathered_26__lines_27 2","7762__blue-green_29__lines_27 1",,,"10637__lady_6__look_2 2","57__workers_7__reduce_14 1","57__emphasis_16__reduce_14 2","57__union_18__reduce_14 0","57__immunities_19__reduce_14 1",,,"7719__Flow_1__patterns_2 1",3,1,0,,
